State,Year,Production.Coal,Consumption.Commercial.Coal,Consumption.Commercial.Distillate Fuel Oil,Consumption.Commercial.Geothermal,Consumption.Commercial.Hydropower,Consumption.Commercial.Kerosene,Consumption.Commercial.Petroleum,Consumption.Commercial.Natural Gas,Consumption.Commercial.Solar,Consumption.Commercial.Wind,Consumption.Commercial.Wood,Consumption.Electric Power.Coal,Consumption.Electric Power.Distillate Fuel Oil,Consumption.Electric Power.Natural Gas,Consumption.Electric Power.Wood,Consumption.Industrial.Coal,Consumption.Industrial.Distillate Fuel Oil,Consumption.Industrial.Geothermal,Consumption.Industrial.Hydropower,Consumption.Industrial.Kerosene,Consumption.Industrial.Petroleum,Consumption.Industrial.Natural Gas,Consumption.Industrial.Other Petroleum Products,Consumption.Industrial.Solar,Consumption.Industrial.Wind,Consumption.Industrial.Wood,Consumption.Refinery.Coal,Consumption.Refinery.Distillate Fuel Oil,Consumption.Refinery.Natural Gas,Consumption.Residential.Coal,Consumption.Residential.Distillate Fuel Oil,Consumption.Residential.Geothermal,Consumption.Residential.Kerosene,Consumption.Residential.Petroleum,Consumption.Residential.Natural Gas,Consumption.Residential.Wood,Consumption.Transportation.Coal,Consumption.Transportation.Distillate Fuel Oil,Consumption.Transportation.Petroleum,Consumption.Transportation.Natural Gas,Expenditure.Commercial.Coal,Expenditure.Commercial.Distillate Fuel Oil,Expenditure.Commercial.Kerosene,Expenditure.Commercial.Petroleum,Expenditure.Commercial.Natural Gas,Expenditure.Electric Power.Coal,Expenditure.Electric Power.Distillate Fuel Oil,Expenditure.Electric Power.Natural Gas,Expenditure.Industrial.Coal,Expenditure.Industrial.Distillate Fuel Oil,Expenditure.Industrial.Kerosene,Expenditure.Industrial.Petroleum,Expenditure.Industrial.Natural Gas,Expenditure.Industrial.Other Petroleum Products,Expenditure.Residential.Coal,Expenditure.Residential.Distillate Fuel Oil,Expenditure.Residential.Kerosene,Expenditure.Residential.Petroleum,Expenditure.Residential.Natural Gas,Expenditure.Residential.Wood,Expenditure.Transportation.Coal,Expenditure.Transportation.Distillate Fuel Oil,Expenditure.Transportation.Petroleum,Expenditure.Transportation.Natural Gas,Price.Commercial.Coal,Price.Commercial.Distillate Fuel Oil,Price.Commercial.Kerosene,Price.Commercial.Petroleum,Price.Commercial.Natural Gas,Price.Electric Power.Coal,Price.Electric Power.Distillate Fuel Oil,Price.Electric Power.Natural Gas,Price.Industrial.Coal,Price.Industrial.Distillate Fuel Oil,Price.Industrial.Kerosene,Price.Industrial.Petroleum,Price.Industrial.Natural Gas,Price.Industrial.Other Petroleum Products,Price.Transportation.Coal,Price.Transportation.Distillate Fuel Oil,Price.Transportation.Petroleum,Price.Transportation.Natural Gas
Alaska,1960,11263,496,1562,0,0,0,5230,0,0,0,34,914,554,0,0,4980,5115,0,0,511,7415,1856,0,0,0,1840,0,0,0,714,5046,0,0,5137,176,1806,86,3077,27051,2,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0
Alaska,1961,11497,496,1646,0,0,0,5304,122,0,0,35,1127,696,0,0,9174,5698,0,0,185,7644,1934,0,0,0,2288,0,0,0,713,5316,0,52,5538,195,1823,42,3667,31804,49,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0
Alaska,1962,13588,593,1732,0,0,0,5251,19,0,0,32,1373,865,0,0,10696,5422,0,0,119,7822,3399,0,0,0,2511,0,0,0,854,5594,0,17,5729,556,1703,43,3799,34065,75,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0
Alaska,1963,13307,393,1868,0,0,0,5475,1632,0,0,31,1482,959,975,0,9545,5996,0,0,129,10434,2225,1639,0,0,2700,0,0,0,543,6034,0,35,6240,693,1651,36,3339,32309,42,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0
Alaska,1964,11622,306,2020,0,0,0,7242,1944,0,0,32,2279,1460,1614,0,8989,7043,0,0,0,10440,2192,1641,0,0,2993,0,0,0,423,6523,0,47,6756,1055,1703,33,3395,32213,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0
Alaska,1965,13931,280,2001,0,0,0,8202,2293,0,0,30,2690,1794,2170,0,6526,7211,0,0,0,10612,1755,1702,0,0,3234,0,0,0,371,6463,0,57,6717,1451,1600,21,4598,34357,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0
Alaska,1966,14461,353,2177,0,0,0,8013,2562,0,0,30,2710,1757,3856,0,12860,7999,0,0,0,12395,4070,1677,0,0,3440,0,0,0,468,7031,0,46,7272,1794,1565,38,4842,36195,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0
Alaska,1967,14430,322,2354,0,0,0,9436,2722,0,0,27,2335,2010,4481,0,15341,8969,0,0,0,13193,2728,1606,0,0,3216,0,0,0,427,7605,0,40,7873,1958,1428,37,5001,43825,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0
Alaska,1968,11700,270,2574,0,0,0,7935,4737,0,0,27,2564,2305,5697,0,12791,10352,0,0,6,14392,4898,1655,0,0,3268,0,0,0,344,8315,0,45,8601,2304,1410,28,5441,47150,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0
Alaska,1969,10405,261,2417,0,0,0,8769,11073,0,0,25,2781,2468,6730,0,9800,10829,0,0,6,16255,20541,3183,0,0,3526,0,0,0,333,7808,0,34,8020,4596,1342,16,4738,56501,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0
Alaska,1970,8564,183,2456,0,0,0,8973,12582,0,0,24,4254,2296,8239,0,8476,11202,0,0,79,17480,19589,3137,0,0,3715,0,847,2804,233,7932,0,108,8237,6242,1290,14,5823,58980,17393,0.2,3,0,14.8,8.6,2.9,3.9,3.1,8.6,6.9,0.1,10.2,5.1,0.1,0.6,11.1,0.2,11.9,9.4,0.3,0,8.5,81.7,0,1.01,1.21,0,1.65,0.68,0.68,1.68,0.37,1.01,0.66,0.76,0.75,0.43,0.43,1.01,1.46,1.39,0
Alaska,1971,10889,184,3230,0,0,0,9026,14327,0,0,24,4728,2625,10352,0,9021,12485,0,0,79,19548,19142,3586,0,0,4008,0,560,2914,177,10433,0,108,10767,6927,1256,12,8257,67710,17296,0.2,4.1,0,13.1,10.4,3.4,4.2,4.4,8.1,8.1,0.1,13.6,4.9,0.2,0.4,15.5,0.2,16.3,10.6,0.3,0,12.7,95.8,0,0.89,1.28,0,1.45,0.73,0.71,1.6,0.42,0.89,0.68,0.78,0.87,0.63,0.46,0.89,1.53,1.41,0
Alaska,1972,10421,264,2545,0,0,0,10429,16088,0,0,22,4296,2773,13173,0,7984,9955,0,0,45,21578,28511,4388,0,0,3870,0,459,4306,199,8220,0,74,8534,8434,1187,8,13141,74591,8826,0.2,3.3,0,17.7,13.1,2.9,4.2,5.7,7.5,6.5,0,23,5.5,0.2,0.5,12.2,0.1,13.1,13,0.3,0,20,102.7,0,0.94,1.28,0,1.7,0.81,0.68,1.52,0.43,0.94,0.69,0.8,1.36,0.68,0.48,0.94,1.52,1.38,0
Alaska,1973,10826,157,3100,0,0,0,9514,12416,0,0,21,4146,2838,15906,0,8884,10495,0,0,45,18166,30128,4789,0,0,3767,0,564,4889,92,10014,0,57,10409,5081,1084,6,11193,71176,172,0.2,4.7,0,16.4,9.5,3.4,5.6,7.4,9.7,9.1,0,13.3,7.1,0.2,0.2,17.1,0.1,19,7.9,0.3,0,19.9,114.5,0,1.1,1.51,0,1.73,0.77,0.82,1.97,0.46,1.1,0.92,1.05,1.02,0.72,0.53,1.1,1.78,1.61,0
Alaska,1974,10920,195,3109,0,0,0,9708,13167,0,0,20,4634,2789,17220,0,7560,9951,0,0,159,17592,28509,4657,0,0,3836,0,751,4695,92,10041,0,437,10690,4182,1066,4,14020,76689,111,0.2,7.7,0,28.6,11.5,3.8,7.8,8.6,8.9,22.4,0.4,29.6,7,0.4,0.2,26.4,1.3,28.9,6.6,0.5,0,40.7,196.3,0,1.18,2.47,0,2.95,0.87,0.82,2.81,0.5,1.18,2.44,2.8,2.39,0.75,1.15,1.18,2.9,2.56,0
Alaska,1975,11950,205,2923,0,0,0,8749,14483,0,0,27,4471,4044,19737,0,10504,12331,0,0,182,20614,40419,4627,0,0,3457,0,840,5815,88,9441,0,517,10134,10442,1410,2,12562,79569,94,0.3,7.6,0,28,14,4.3,12.5,10.1,16.5,30.8,0.5,40.7,13.5,0.5,0.3,26.4,1.7,29.2,16.9,0.7,0,39.3,243.3,0,1.57,2.6,0,3.2,0.97,0.96,3.1,0.51,1.57,2.68,3.02,2.65,0.81,1.31,1.57,3.13,3.06,0
Alaska,1976,11014,173,3609,0,0,0,8232,14257,0,0,29,4391,4676,22337,0,9070,18644,0,0,196,27121,42858,4496,0,0,3646,0,764,6855,71,11656,0,168,12077,10968,1548,1,16963,88972,151,0.3,10.5,0,27.6,14.7,4.3,17.1,14.7,13.2,50.6,0.6,61.6,17.2,0.5,0.2,36.2,0.6,38.4,18,0.8,0,56,298.5,0,1.46,2.9,0,3.35,1.03,0.98,3.65,0.66,1.46,2.83,3.29,2.79,0.86,1.38,1.46,3.3,3.36,0
Alaska,1977,10998,176,4064,0,0,0,10279,14633,0,0,34,4366,5274,23675,0,5648,21218,0,0,242,32037,66955,6164,0,0,4266,0,910,10816,69,13126,0,248,13529,11336,1806,0,17138,93783,261,0.3,12.7,0,39,19.6,4.7,20.9,17.9,8.7,64.9,0.9,78.4,39,0.9,0.2,43.8,0.9,45.8,19.3,1.1,0,61.6,336.8,0,1.54,3.12,0,3.79,1.34,1.08,3.97,0.76,1.54,3.19,3.65,3.11,1.01,1.66,1.54,3.6,3.59,0
Alaska,1978,11404,0,4783,0,0,0,9947,15189,0,0,38,4689,5190,24578,0,0,21669,0,0,238,34632,92919,8168,0,0,3904,0,449,15638,0,15450,0,227,15964,12151,1978,0,15944,97749,187,0,16.6,0,38,20.2,6.1,20.2,20.3,0,74.6,1,91.2,59,0.9,0,59.3,1,62.3,21.4,1.3,0,61.8,365.4,0,0,3.47,0,3.82,1.33,1.29,3.89,0.83,0,3.51,4.11,3.47,0.96,1.19,0,3.88,3.74,0
Alaska,1979,12308,0,1699,0,0,0,3598,15841,0,0,52,4182,5359,28465,0,0,11101,0,0,1650,23652,104748,8467,0,0,3199,0,422,16870,0,5488,0,4315,10039,7303,2735,0,10183,84963,879,0,7.9,0,21.4,16.4,5.5,29.6,24.5,0,53.2,9.3,74.5,79.5,1.5,0,27,23.3,52.5,12.5,2.5,0,53.8,429.4,0,0,4.65,0,5.94,1.03,1.31,5.53,0.86,0,4.98,5.64,4.9,1.05,2.88,0,5.28,5.05,0
Alaska,1980,12340,0,3359,0,0,0,4855,16551,0,0,24,4310,3136,28935,0,0,10393,0,0,108,22446,100254,8676,0,0,1752,0,190,19556,0,6829,0,0,6978,7935,947,0,15174,89675,129,0,22.7,0,37,17.5,8.2,17.2,13.8,0,64,0.8,84,19.5,2.5,0,48.2,0,50,13.8,1.2,0,112.1,655.9,0,0,6.75,0,7.63,1.06,1.91,5.48,0.48,0,6.27,7.29,5.96,0.39,4.04,0,7.39,7.31,0
Alaska,1981,12605,6114,3097,0,0,0,4493,16209,0,0,28,5064,3243,29216,0,0,11994,0,0,204,20228,68584,5596,0,0,1754,0,53,11328,1342,5300,0,0,5405,7933,1169,0,14499,100966,272,21,25,0,40.6,22.7,9.6,38.1,16,0,83.3,1.6,99.2,15,1.5,12.9,45.1,0,46.5,15.4,1.9,0,128.4,884.7,0,3.44,8.06,0,9.04,1.4,1.9,11.74,0.55,0,6.98,7.91,6.69,0.36,4.46,0,8.86,8.76,0
Alaska,1982,12995,6531,2799,0,0,136,4924,24210,0,0,24,5314,3410,31174,0,0,14096,0,0,7020,30325,171698,6140,0,0,1660,0,71,23084,1338,6551,0,0,6726,10545,1062,0,9908,101985,254,23,22.4,1,45.1,38.6,7,25.6,22,0,78.7,53.1,147.4,31.7,1.1,13.6,55.5,0,57.9,19,1.6,0,86.9,876.1,0,3.52,8.01,7.57,9.16,1.59,1.32,7.49,0.71,0,5.61,7.57,6.04,0.58,2.72,0,8.77,8.59,0
Alaska,1983,12262,6158,6062,0,0,30,7673,24728,0,0,29,5072,3481,31536,0,0,5376,0,0,50,39754,172710,31583,0,0,1850,0,63,24979,1173,6954,0,14,7243,10449,1298,0,20678,115687,256,18.4,43.8,0.2,59.6,47.9,8.9,30.3,32.9,0,37.7,0.3,53.5,33.5,1.8,9.3,54.6,0.1,58.7,24.4,1.9,0,155,893.5,0,2.99,7.23,8.01,7.77,1.94,1.74,8.72,1.04,0,7.09,6.79,6.26,0.67,3.67,0,7.5,7.72,0
Alaska,1984,13400,6412,7108,0,0,31,8605,24690,0,0,41,4967,3243,31771,0,0,6303,0,0,32,40497,183798,30860,0,0,1838,0,120,23342,1504,8153,0,17,8565,11850,1815,0,21868,137068,5930,16.4,49.1,0.2,62.7,50.9,8.9,24.8,33.2,0,42.7,0.2,61.4,32.5,2.4,11.9,62.8,0.1,68.6,29.4,2.8,0,168.4,1023.9,0,2.55,6.91,7.92,7.29,2.06,1.8,7.64,1.04,0,6.9,6.58,6.07,0.66,3.62,0,7.7,7.47,0
Alaska,1985,22355,5386,5247,0,0,14,7045,20466,0,0,44,4682,3015,34400,0,0,9977,0,0,21,67297,140663,31041,0,0,1801,0,60,12189,1519,7420,0,6,7916,13336,1870,0,33743,148753,5178,13.2,36.4,0.2,55,48.1,8.4,21.3,31.8,0,66.6,0.1,176.8,45.2,3.3,11.8,57.9,0.1,64.8,37.3,2.7,0,270.1,1082.2,0,2.45,6.93,10.64,7.8,2.35,1.8,7.06,0.92,0,6.72,6.59,5.59,0.71,3.39,0,8,7.28,0
Alaska,1986,24492,6042,4949,0,0,28242,44916,21074,0,0,50,4302,2548,34615,0,0,6768,0,0,21,70923,134403,29130,0,0,504,0,292,17463,1805,6296,0,4,6688,12207,1703,0,23657,144685,6011,15,23.2,134.1,197.4,52.7,7.8,10.6,38.5,0,28.6,0.1,121.4,34.9,0,14.4,43.1,0,48.2,39.3,2,0,173.3,790.4,0,2.49,4.68,4.75,4.4,2.5,1.82,4.15,1.11,0,4.41,4.59,3.22,0.8,0,0,7.33,5.46,0
Alaska,1987,23275,0,5204,0,0,27163,45283,20415,0,0,80,4330,2450,30713,0,0,4961,0,0,2,41574,185884,25979,0,0,494,0,141,19668,0,7964,0,4,8371,12371,2346,0,20812,131764,2129,0,27.8,121.5,194.2,48.7,8.7,23.3,34.8,0,23,0,66.1,35.5,0,0,49.7,0,54.9,39.3,2.6,0,136.9,699.9,0,0,5.34,4.47,4.29,2.39,2,9.5,1.13,0,4.78,4.59,4.53,0.73,0,0,6.58,5.31,0
Alaska,1988,27222,0,4745,0,0,1069,8353,20920,0,0,88,4362,2470,31026,0,0,10926,0,0,2,47097,222308,30826,0,0,509,0,238,22770,0,6966,0,19,7413,12576,2504,0,22473,148486,1968,0,27.7,5.2,43.7,54.2,11.5,21.7,41.3,0,53.7,0,78.5,48.3,0,0,43.6,0.1,49.2,43.4,2.8,0,168.5,814.7,0,0,5.85,4.84,5.23,2.59,2.64,8.81,1.33,0,5.03,4.74,4.92,1.07,0,0,7.5,5.49,0
Alaska,1989,24679,0,4861,20,0,5,5526,21648,0,0,205,4719,2947,33631,248,0,10815,16,0,2,41033,250528,27804,0,0,6201,0,52,24320,0,8947,15,4,9458,13532,2532,0,36921,171514,1868,0,28.4,0,35.2,55.8,9.2,18.6,44.5,0,62.2,0,74.4,37.7,0,0,62.2,0,70.2,49.3,3.2,0,314.1,1064.7,0,0,5.83,5.13,6.38,2.58,1.95,6.31,1.32,0,5.78,5.25,5.67,1.08,0,0,8.51,6.21,0
Alaska,1990,26614,6241,6111,20,0,1,6974,20451,0,0,166,4585,2833,35295,0,0,8233,16,0,1,38496,256067,27247,0,0,6466,0,49,26989,1560,9070,15,15,9852,13398,1522,0,35193,167277,1616,21.6,41.6,0,49.4,56.9,11.3,29.4,54.6,0,55,0,68.4,58.5,0,12.4,72,0.1,84.9,53.7,3,0,317.7,1264.5,0,3.45,6.81,7.09,7.08,2.78,2.46,10.36,1.55,0,6.72,6.84,6.25,1.28,0,0,9.03,7.56,0
Alaska,1991,22402,6530,5649,20,0,1,6743,20937,0,0,174,4711,3085,31428,0,0,11328,16,0,1,29400,299396,14129,0,0,6171,0,71,25598,1433,9258,15,44,10129,13587,1596,0,27509,153811,2602,17.7,38,0,47.7,60.5,9.1,22.6,36.3,0,66.6,0,80.8,59.1,0,15.7,70.1,0.2,84.4,56.6,3.1,0,229.7,1032.8,0,2.71,6.73,5.55,7.08,2.89,1.94,7.31,1.16,0,5.91,5.79,5.53,1.18,0,0,8.35,6.71,0
Alaska,1992,23930,6665,9143,20,0,1,10072,21343,0,0,183,4381,3541,28998,0,0,13107,16,0,2,37460,316298,20258,0,0,6126,0,96,25117,1463,10665,15,4,11485,14379,1674,0,31014,149058,2870,18.6,55.1,0,63.6,56.2,8.7,25.7,34.1,0,74.8,0,88.7,65.9,0,11.6,72.3,0,85.2,54.4,2.9,0,263.4,1029.9,0,2.79,6.03,4.98,6.31,2.63,1.99,7.25,1.18,0,5.75,4.92,5.38,1.18,0,0,8.49,6.91,0
Alaska,1993,24976,7294,10464,20,0,1,10883,19872,0,0,262,4703,3136,28039,0,32,13595,16,0,24,34523,311453,18380,0,0,4088,0,134,24393,1601,11035,15,3,11530,13767,1947,0,33928,151457,2840,21.7,65.9,0,69.6,55.6,9.9,19.5,35.2,0.1,82.4,0.1,91.1,66.1,0,12.8,76.5,0,84.2,54.9,3.3,0,286.2,1041,0,2.97,6.3,5.45,6.4,2.8,2.11,6.22,1.25,2.97,6.12,4.89,5.94,1.3,0,0,8.43,6.87,0
Alaska,1994,24445,6977,10660,20,0,1,11010,20719,0,0,251,4287,3336,29071,0,82,13565,16,0,2,37190,299866,20377,0,0,6745,0,102,22433,1231,11296,15,58,11740,14910,1848,0,27242,154239,3027,14.7,60.2,0,63.6,51.3,9,24.3,32.8,0.2,77.6,0,90.1,55.4,0,3.6,70.5,0.3,76.4,53.6,3.1,0,224.3,1014.4,0,2.1,5.65,4.76,5.78,2.47,2.1,7.28,1.13,2.1,5.77,4.76,5.68,1.42,0,0,8.23,6.58,0
Alaska,1995,26489,7187,6022,20,0,3,6439,25134,0,0,253,4622,3444,29911,0,0,18038,16,0,1,41008,360003,19323,0,0,5521,0,201,25014,1074,11782,15,2,12184,15325,1848,0,35228,171167,2440,14.7,35.7,0,39.8,56.6,9.5,25.1,38.5,0,95.2,0,110,58.2,0,2.2,70.9,0,76.5,55.3,3,0,303.8,1170.9,0,2.05,5.92,4.81,6.19,2.25,2.05,7.28,1.29,0,5.34,5.01,5.28,1.44,0,0,8.62,6.84,0
Alaska,1996,23104,6593,6873,20,0,1,8787,27017,0,0,263,3622,3815,31227,0,39,21724,16,0,1,49682,367394,24868,0,0,5263,0,237,31801,899,11217,15,2,11717,16003,1919,0,25260,165538,1990,13.5,46.1,0,68.2,63.3,7.4,27.8,45.2,0.1,130.6,0,140.8,61.3,0,1.8,73.6,0,80.7,55.3,3.6,0,252.1,1213.2,0,2.05,6.7,5.02,7.76,2.34,2.05,7.28,1.45,2.05,6.08,5.73,6.08,1.43,0,0,9.98,7.33,0
Alaska,1997,22620,7092,5512,20,0,2,6122,26903,0,0,303,3711,3481,33591,0,39,20851,16,0,0,47762,344811,24647,0,0,1647,0,235,28351,877,10761,15,1,11076,15143,1568,0,29112,183644,4945,15.4,35.2,0,42.2,65.7,8.1,27.8,58.4,0.1,127.5,0,140.9,69.7,0,1.9,75.6,0,80.3,57.1,2.9,0,294.6,1308.3,0,2.18,6.38,4.67,6.9,2.44,2.18,8,1.74,2.18,6.18,5.73,6.32,1.54,0,0,10.12,7.12,3.81
Alaska,1998,20966,7411,6215,20,0,2,7010,27045,0,0,229,8124,3123,28862,22,20,20918,16,0,0,47121,357368,24527,0,0,242,0,243,31582,916,9728,15,5,9983,15597,1394,0,26951,186608,5566,15.3,33.7,0,41.7,65.3,16.6,24.1,51.9,0,84.6,0,97.8,59.4,0,1.9,59.8,0,63.4,57.3,2.2,0,239.8,1057.2,0,2.06,5.43,6.26,5.95,2.41,2.05,7.72,1.8,2.06,4.09,3.96,4.4,1.34,0,0,8.9,5.67,3.84
Alaska,1999,24414,7585,7622,36,0,3,8503,27662,0,0,241,7752,3661,30595,0,22,19172,0,0,0,45823,339671,25467,0,0,104,0,198,32861,1034,11829,50,95,12469,17631,1430,0,28499,200175,7258,16.1,47.3,0,56,60.3,16.4,25.8,48.7,0,117.5,0,125.3,51.7,0,2.2,82.5,0.6,90.9,64.2,2.4,0,233.7,1207.9,0,2.13,6.2,6.21,6.59,2.18,2.11,7.04,1.59,2.13,6.19,4.13,6.22,1.25,0,0,8.2,6.03,3.84
Alaska,2000,25600,7262,6722,36,0,2,7424,27201,0,0,258,8283,2413,35672,0,13,13188,0,0,0,38586,351106,23077,0,0,101,0,114,37127,898,10075,50,76,10632,16418,1540,0,30885,212158,7575,13.6,58,0,66.9,54.6,15.5,19.1,63.2,0,103.9,0,115.7,55.2,0,1.7,97.2,0.7,106.3,57.2,3.8,0,354.5,1833.9,0,1.88,8.63,9.2,9.01,2.01,1.87,7.91,1.77,1.88,7.95,7.87,7.52,1.47,0,0,11.48,8.64,3.85
Alaska,2001,23618,6569,9810,36,0,3,13772,16015,0,0,442,8507,2873,32721,0,23,13315,0,0,0,54939,342181,30740,0,0,19,0,121,36805,812,10612,50,90,11251,16995,2513,0,31327,200321,5136,12.8,80.9,0,133.7,50.1,15.6,28.3,77.3,0,126.4,0,173.1,51,0,1.6,105.5,0.8,116.7,71.1,5.9,0,358.4,1597.1,0.1,1.95,8.24,8.4,9.7,3.13,1.84,9.86,2.36,1.95,9.58,6.57,7.23,1.64,0,0,11.44,7.97,3.99
Alaska,2002,17878,6464,7208,36,0,1,8268,15747,0,0,453,9068,3217,32000,36,15,13600,0,0,0,45758,352424,29028,0,0,11,0,124,39667,881,8674,50,0,9214,16248,2550,0,30230,204948,4391,12.6,50,0,62.8,53.5,17.5,30.2,72,0,96,0,115.7,42.7,0,1.8,68.1,0,77,71.4,5.5,0,310.7,1514,0.1,1.95,6.94,8.57,7.59,3.4,1.93,9.4,2.25,1.95,7.12,6.16,6.98,1.62,0,0,10.28,7.39,3.96
Alaska,2003,16864,6081,5423,39,0,2,5956,17338,0,0,498,5555,2974,34555,0,7,12772,0,0,0,46987,342982,33004,0,0,11,0,174,36615,909,8566,51,85,9224,16920,2685,0,28481,215147,4096,11.8,47.2,0,53.7,61.8,11.3,28.5,78.8,0,106.7,0,121.1,7.1,0,1.9,76.8,0.7,88.3,74,6.9,0,331,1809,0.1,1.95,8.7,8.48,9.02,3.57,2.04,9.58,2.28,1.95,8.47,7.68,8.79,1.51,0,0,11.62,8.41,3.69
Alaska,2004,23587,6980,6736,39,0,3,7550,18442,0,0,475,6305,3079,37890,0,15,12157,0,0,0,47274,329512,32531,0,0,12,0,128,32018,776,9812,49,112,10272,18268,2752,0,50009,261971,3830,13.9,72.9,0,85.2,76.1,12.2,31.7,105,0,132.3,0,154.5,28.8,0,1.5,108,1.2,116.1,88.8,8,0,671.5,2942.9,0.1,1.99,10.82,10.82,11.28,4.12,1.94,10.3,2.77,1.99,10.99,10.13,10.6,1.93,0,0,13.43,11.23,3.83
Alaska,2005,22682,7252,5850,41,0,5,7103,16968,0,0,160,6087,3130,39506,0,25,11125,0,0,0,47323,357469,34304,0,0,12,0,130,34992,631,9420,49,176,10203,18098,920,0,43689,260955,2665,14.5,86.6,0.1,109.6,83.3,12.4,32.1,134.4,0,167.2,0,187.4,46.7,0,1.3,140.1,2.3,156.3,103.3,3.6,0,746.8,3822,0.2,1.99,14.81,12.83,15.42,4.91,2.04,10.26,3.4,1.99,15.21,12.21,14.56,2.58,0,0,17.09,14.65,4.36
Alaska,2006,22230,7920,6769,38,0,1047,9064,18633,0,0,154,6245,3400,43573,0,33,12692,0,0,29,49611,289931,35836,0,0,27,0,137,31402,783,11211,50,1561,13303,20715,816,0,46801,262604,2866,16.7,117.5,21.6,164.7,88.1,13.4,52.4,158,0.1,212.8,0.5,232.4,0.8,0,1.7,194.3,32.2,239.9,141,3.6,0,930.2,4442.1,0.2,2.11,17.36,20.63,18.18,4.73,2.15,15.42,3.63,2.11,16.95,17.82,17.09,3.82,0,0,19.87,16.92,6.18
Alaska,2007,20654,6649,5675,35,0,603,7504,18867,0,0,146,6247,3664,41172,0,26,15563,0,0,17,51734,290029,34723,0,0,28,0,166,33044,739,8435,52,914,9755,19961,902,0,44946,247470,2156,15.3,102.1,13.6,143.1,142,14.9,71.7,146.4,0.1,264.5,0.3,284.6,0,0,1.7,154.2,20.7,186.3,172.2,4.4,0,935.1,4490.5,0.2,2.3,17.99,22.62,19.07,7.53,2.38,19.58,3.56,2.3,17.18,19.97,16.93,0,0,0,20.8,18.15,6.62
Alaska,2008,23041,8527,7089,71,0,536,8729,17128,0,0,154,6176,3761,43449,0,2,15657,0,0,15,43692,259708,26960,0,0,26,0,190,32028,0,7216,59,792,8749,21568,1009,0,41535,212556,2086,28.3,188.4,15,233.4,147.4,15.9,90.7,199.7,0,374.7,0.4,396.4,0,0,0,182.7,22.2,230.4,186.9,6.1,0,1300.3,5397.5,0.4,3.32,26.57,28.04,26.74,8.61,2.57,24.12,4.6,2.38,24.23,25.32,23.98,0,0,0,31.31,25.39,15.34
Alaska,2009,29016,8098,6315,74,0,67,7412,16701,0,0,303,6350,3432,38314,0,57,19020,0,0,2,54254,266529,24427,0,0,23,0,120,32411,0,8665,77,77,9446,20075,2146,0,46138,187416,2351,33.6,105.5,1.6,127.6,158.1,18.6,46.4,194.4,0.2,330.3,0,482.7,0,0,0,157.7,1.8,181.3,204.4,9.8,0,1118.2,3350.9,0.3,4.15,16.7,23.4,17.22,9.46,2.92,13.53,5.07,2.72,17.48,16.37,16.28,0,0,0,24.24,17.88,11.92
Alaska,2010,33556,8533,11111,74,0,92,12575,15998,0,0,299,5958,2825,39963,0,57,14180,0,0,2,56155,256892,26121,0,0,39,0,166,35171,0,8687,79,83,9359,18806,2302,0,42666,191257,3320,31.4,225.4,2.3,261.5,139.8,18.4,49.6,172.8,0.2,299.4,0,618.5,0,0,0,186.4,2.1,208.7,166.4,12.4,0,1089.5,3989,0.3,3.68,20.29,25.1,20.8,8.74,3.08,17.56,4.32,2.87,21.37,20.42,20.75,0,0,0,25.53,20.86,12.83
